train_simulated_eps,train_simulated_w1,train_simulated_w2
-0.0541219022169964,1.65715935975598,1.34590711209781
-0.421552061038774,1.88109980111759,1.27372499762275
-0.263940916247447,1.70780721321381,1.72833248795644
-0.8922245580689,1.44665236164734,1.37443263351596
-0.710629184814391,0.730415683659608,1.47471611614451
-0.200630261089413,1.43293932801099,0.981793006784675
-0.296678467735142,2.59514901863105,2.09405798156555
-0.930922992788166,0.959755780627698,1.22584319464684
-0.526580163408281,2.40868105031287,1.72094052740052
-0.680749460629657,1.43689458566049,2.11451136470592
-0.288209394110791,1.12352438658449,1.53183182080662
-0.278425594895517,2.20569522075683,1.81036718270894
-0.560386706278781,1.57397596090024,1.69270514915196
-0.699957322434005,1.90709011099314,1.48952899745589
-0.111162869561858,1.64921903151054,1.25796302080038
-0.31121203873516,1.21827296446925,1.70908831246525
-0.299513231335091,0.946155432483466,2.05332608883449
-0.661604541251673,1.80485597834192,1.27061930673062
-0.261321727902977,2.73764396757278,2.16930958359766
-0.480195884944871,1.34156091752176,1.09162818996399
-0.250616760414237,2.30670811008785,2.60262932453903
-0.289406562992117,1.88391708161431,1.63087110530527
-0.875044611990753,0.90558411415763,0.898498140121887
-0.175710944864353,1.76075370384064,1.49545442211881
-0.462235290993996,2.18771540335979,1.05326011860205
-0.883337190342094,2.01028668791237,1.42345106390938
-0.135896894535659,1.93529923765955,1.88281384881139
-0.530519054239413,2.06556060769802,2.64466032833902
-0.909333035833277,2.48374680399042,1.85850930624719
-0.0921396500403313,1.75905505876895,2.01557972721949
-0.460519939025741,0.923165397966864,1.41482700796713
0.0636259280176645,1.94378105993149,1.45918882660954
-0.551845529771916,2.08348690192742,1.27675047243465
-0.466599538621654,1.94646416585699,1.2293199199311
-0.142515185931907,1.8651934837581,2.0071459854108
-1.17206122157275,1.93570989994309,1.06044606954972
-0.517622754016024,2.05792276607081,1.60362528473775
-0.405647406351679,1.79753681902476,1.29540756523317
0.0468760525454652,1.48787520982584,2.68006169661593
-0.026346331566269,1.99715867313342,2.34622085544913
0.115569863429378,1.93972774505208,1.73250195378533
-0.576948325973755,1.45345315735829,1.48850057450639
-0.682824269795721,2.73291497171412,1.47725322948858
-0.397174612568675,2.59951311550265,1.87452528260101
-0.0468896707153914,2.0046029497192,1.60307422203586
-0.180269087300659,1.52701489930619,1.35753019616607
0.0405749627807191,1.81982172841417,1.57498521646921
-0.21381387105833,1.47579615099386,1.4797576853309
-0.326392267987247,2.03299136420626,1.35634278118171
-0.358501815713429,1.06757707365867,1.30841887114298
-0.357558261663489,1.47930394688544,2.48476990290023
-0.70549989659502,0.650793646149478,1.47166192986254
-0.618139901639409,0.783811472898267,1.94491086335215
-0.811239072862362,1.93464844673031,1.18579908333576
-0.663860314103442,1.46671659935393,1.56744734488218
-1.03571496995024,0.925416832541323,1.14560609142494
-0.145542662229914,2.13380706355738,1.86725371061926
-0.619122676376027,1.94588924298559,2.4819872419737
-0.216589167260075,2.16618523479131,1.70921216107962
0.0441034307435495,2.3233004450537,1.96591872605117
-0.234602747705382,0.61982759273587,1.21852534719979
0.102963416964485,1.41426205284844,2.11039058127414
-0.182026602378023,1.79383106809626,1.384999837685
-0.887900378143045,2.06925072501769,1.37858420111109
-0.000948970863803432,1.84962117545987,1.84283555510212
0.0388971086356858,2.68854563612287,2.39451383779342
-0.713088659381388,1.37571680971059,1.42028173193562
-0.314106686695308,1.76523953442108,0.972525188433344
-0.468514424258211,3.2268953306194,2.1883201223608
-0.406375998999776,1.68198897614963,1.74665808831244
-0.393220925113693,1.78117933081953,2.25926865145956
-0.876761869385108,1.65053923970609,0.67846807109347
0.00348975024977036,1.73212035788062,2.26769351834446
-0.344089202899141,1.28895662265863,1.4347396816547
-0.302793619997738,1.14541542554092,1.89208628040022
-0.393782708124743,1.23347807956978,1.39176934774513
-0.773478165631262,0.960505670956272,1.09320833222343
-0.353005949247895,0.929041230555359,1.28752594937788
-0.47879912991313,1.99736550944494,1.66673260732269
-0.232626866658411,1.69911130060466,1.8524174508179
-0.659225827316899,1.028531811765,1.71118477828735
-0.667990760566322,1.24556775769406,1.06410111151953
-0.564083331967453,1.44811171264077,1.15034310564457
-0.161948761870537,1.83903165939434,2.48028943873268
-0.129294447317523,1.34432033032267,1.51191303971373
-0.504425086332978,1.46782395561248,2.03588235768308
-0.614156112033216,1.09507461381636,1.4918479629455
-0.265551489292064,1.35992634889593,1.79140906536405
-0.475466555184387,1.14733142461224,1.44289303937037
-0.310042690107428,0.780908787119912,1.33722831289005
-0.450110432718778,1.38494813347364,1.31004311243755
-0.66397336111672,1.63223577228478,1.02156207506775
-0.0360718558952638,3.32858467858157,1.98554788883651
-0.464960423003065,1.61314973574741,1.9989196029816
-1.12610004106231,1.45733647943008,0.728333863597452
-0.351465046112023,2.03349569325505,1.40468242080959
-0.888786111381826,1.57279119117121,1.34983531012938
-0.20544486097687,1.39371689023436,1.36518568651667
-1.3932716826607,0.754188619561987,0.16055392302706
0.0489583616624501,1.93144604153354,1.65841219914687
-0.340811488355008,1.94133670766117,2.78803301289679
-0.319928978197524,1.2950652713337,1.45114073970318
-0.160288738481285,2.48650084866146,2.37031882644414
-1.20639027996796,1.68620833789596,1.27278243407741
-0.255274824696168,2.54640273910428,1.70409215187526
